ESSAY	ARGUMENT	TEXT	ANNOTATION
292	2	Second , children could learn nothing from these computer games , therefore time on this activity is really time wasting . Since all these games are developed for commercial purpose and in order to catch the eyes of the children , majority of the games use war , violence , bloody , or sexual subjects to lure the students . However , those subjects are not suitable for the students and will bring bad effects to the youths . 	
292	3	Admittedly , there are a few students paying considerable time on the computer games playing finally choose computer games related jobs as their career . But we have to realize the fact : majority of the students failed in front of the computer games playing and they use their time for studying , sleeping and physical exerice to play these computer games . It is not uncommon that the teenages are found sleepless for several days playing on-line games at public internet bar , and there are also some media reports regarding the sudden death case of the teenages in the internet bar . 	
293	1	Firstly , team members may have different views and they need to reach a union opinion efficiently . Obviously , discussion face to face in a meeting is much better than by emails . An experiment conducted by the Beijing University asked two groups of people to discuss the budget of an activity . The first group was asked to discuss in person , while the second group was asked to discuss by email . The result shows that the 1st group used 30 minutes to reach the agreement on the budget , while it takes 30 hours for the later one . The similar experiment done by other scientist show the same result that people can reach an agreement quickly if they could talk to each other . 	insufficient
293	2	Secondly , work in person can indirectly improve the quality and the efficiency of the project because there will be less conflicts or fight amongst the team members . Writing an email for an informal matter will make that matter looks official , therefore people who receives the email may feel nervous or maybe feel offended by the words in writing . While if the same words are expressed in talking , the counterparty will feel more relaxed since their response will not be recorded and they will not misunderstand the informal discussion to an official claim . Therefore , less misunderstanding leads to less conflicts and fights , and enhance the communication amongst the team members . 	
293	3	Admittedly , sometimes we have to use emails if the team members are not located in the same place . Although emails are not convenient for the work but it is better than none . Since it is a classroom or campus projects , there is few possibility that the project members are located in different areas . 	
294	1	First of all , doing research is a method of self-improvement for professors . Universities are relatively fenced environment . The research projects provide communication with the outside . In addition , by doing research , professors could catch up with the latest development of modern technologies . I still remembered that my professor took part in several research projects when I was in college . He was often invited to do speech in other universities . Although my university is not in the high-ranking list , he gained a reputation by those projects . The research projects like windows opened to the wider world . 	insufficient
294	2	Secondly , professors should fully use the research-friendly environment provided by universities . It is very common to see state-of-the-art laboratories in the campus . Also , you could not find another place with so much talent people gathering together . Consequently , there is really no reason to discourage professors from using those advantages . We all know that Einstein developed the theory of general relativity when he was a professor in HU Berlin . Universities positively contribute the professors ' success . 	insufficient
294	3	Last but not least , doing research could also improve the teaching quality . With the help of research projects , professors could lead their students into the practical world from the classroom . They can easily teach students how to imply the knowledge in practice . I still remembered the experience of being an assistant in one of my professor ' s research project . By participating in it , I had opportunities to use theories on textbooks in real life experiments . The research project provides a more efficient way of teaching . 	insufficient
295	1	Firstly , The distinguishing fact of the learning with a teacher is that you can ask about problems related your studies . In other words , when we encounter difficulty in our study which we can not make out , that asking the difficulty from our teacher is propitious way for us to solve it instantly . In addition , professors and teachers have much experience and knowledge , and are so dextrous with letting students understand their study . They know something which are not incorporated in such materials as books and webpages . Hence I , in my class , often communicate with my teacher to find a coordinated answer to a my faced problem , and my classmates are so accustomed to communicating with the teacher . 	insufficient
295	2	Secondly , in my mind , the learning with a teacher is more efficient than by myself . We can accomplish our assignments with little help of a teacher within less time than do it by ourself . Furthermore , the teachers play important role in leading us to right direction . Moreover , This gives us opportunity to rise our educational level to an exited degree . knowledge may be thereby better improved and strengthened . 	
296	1	Of course , new technologies are always great . However , it takes time for people to adapt them . Since we are informed with devices that are produced with new features nearly every day , many people often get lost . For instance , I use new Iphone which I personally think is great . However , even though I used it for couple months , I still do not know how to use all the features proficiently . At first , I tried to go through all the instructions but , soon , I gave up because I found out that it is time-consuming and there are too many things to learn . 	insufficient
296	2	Next , technology destroys the language . Ever since people used computers or cellphones to chat with others , they created their own language to communicate . Because people try to type as fast as they are talking , they use a lot of abbreviations and broken language . This has gotten worse with twitter , myspace , and facebook . What are even worse , young people who are still in the early ages are exposed to them and impeded by the newly developed inventions . To clarify , my younger brother does not know how to spell the words correctly and he talks to his friends with terms that I have never heard of . I have tried to correct him for couple times but he just thinks that I am too conservative . 	insufficient
297	1	First , indeed classroom learning is the best way to provide education comparing to online classes . In the classroom environment you can learn from your classmates , because if you see any of your classmates who is performing better , it will force you for making your performance more better . For example , When I was in First Year in B Com , I was not serious in my study , but when I saw some of my friends who took better grades than me , it influenced me and I intended to do better in my subjects . Finally I got 1st rank in final exam . 	insufficient
297	2	Second , in classroom learning you have to complete study work on time . It makes you perfect in time management skills . Moreover you can learn by participating in group studies how to communicate with others . It makes you communication and of course your group skills better , which can help you in your future and career . 	
297	3	"Third , professors play vital role in classroom learning , most of them are specialists is their subjects , and they help you by giving valuable information and useful skills . You can improve your skills by work under any professor ; you can ask questions face to face , it will clear your doubts . In result you learn quickly . For example , I have my personal experience . For Toefl IBT Coaching first I was depend on some online courses , but after 1 month I realized that I was wasting my time so I joined an institute for preparation of Toefl IBT , and in 1 month I felt that my English skills have been improving faster . "	insufficient
297	4	It ' s undeniable that online classes have some advantages so they could be used as supplementary , but they could not be substitute of existing classroom learning . 	
298	1	The main reason is that students can learn lots of things from part time job , before starting their real job . Students can learn about time management , money management and convince people by their words . For example , when I was in my high school I worked as a sales-man in a shop for a year . As i had to spend some of my time in my job , therefore , i had to manage my time efficiently . I had to manage my boss as well as had to prepare my homework . This taught me how to manage time efficiently and do any job quickly and effectively . Moreover , I learn money management . When my boss was out of the shop , i had to manage the accounts section of the shop . From this i learned , how to manage money correctly . This experience taught me , doing part time job can help students to learn many things . 	insufficient
298	2	Another reason is that from part time jobs students can earn money , which can help their parents . For instance , when i was in high school I worked as a home tutor . I taught math to two kids of my neighbor . I helped them to understand the difficult topics of the books . By tutoring them , i earned some money and bought me books with it . Moreover , after taking that part time job i stopped taking my pocket money form my parents . As you can see , part time job can help students earn money and which can help their parents financially . 	insufficient
299	1	First of all , it is not possible for everyone to visit a foreign country to learn a foreign language as it requires large amount of money and legal formalities . In the earlier periods , it was not easy to find a teacher to learn a foreign languge . But with the advent of globalization , one can easily find a teacher in their own country . For example , in Indian sub-continent there are large number of centers opened for getting trained in variety of languages like french , german etc . 	insufficient
299	2	Second , colleges and universities have introduced foreign language course as a part of their curriculum . Students can choose any language from the set of languages available at a university . So , it is very easy to learn a foreign in our own country . Also , highly qualified foreign language teachers are easily accessible in various schools and colleges . 	
299	3	Third , technology has also played a great role in reducing the separation between learning a foreign languge in our own country . A large number of foreign language courses are available online and there are various forums where people can discuss their problems on different foreign languages . 	
300	1	Firstly , several vacations throughout the year will keep stress level of students low . Many educational bodies schedule its small vacations after term exams so that student ' s get relief form exam pressure . However , research done by universities proves that student ' s performance improves if they get regular breaks from their learning , preparation and examination schedule . Many colleges in foreign countries provide vacations to students after each semester that facilitate student to entertain themselves as well as prepare for their next semester . Also several holidays aid these students to not only amuse themselves but also arrange fund and materials such as books and references material for their upcoming course . 	
300	2	Secondly , scientific research provide several authentic survey of the students ' performance after break . It states that students learning capability increase after having refreshing vacation . To quote an instance , in my school we used to get several vacations after our quarterly exams . During those vacations i used to analyze my performance in latest examination and used to go through those question or concept again to avoid making same mistakes . I also used to spend my time on developing some recreational activity or learning some sports or game . During my all vacations , I used to miss my school due to which I used to restart my session with great enthusiasm of learning and scoring good marks in new quarter . 	insufficient
301	1	Firstly , committing to our goal helps creating personal worth . For example , I realized the true potential of my body and mind as I decided to train myself hard . Even if I were not to win this medal , I acknowledged the great amount of my endeavor as I could keep my tired legs running . 	insufficient
301	2	Secondly , one who learns the great difficulty will become stronger . I remembered how I was suffered in the first round when I was last person who touched the line . However , I did not give up , and believed that I would be better in the next round because I knew how to improve myself . I had been a loser for a thousand time before the first winning , and suffering from losing in each competition makes me stronger . 	insufficient
301	3	Thirdly , at some point , we , as an average people , might feel that the responsibility to our goal is too heavy to carry on . I believe that the responsibility is worthy of carrying . When the distance is longer and harder to achieve , a runner who can go beyond his limit will proud of himself . He can feel the sweetness of triumph because he did not stop pursing his goal . 	insufficient
302	1	First , there are several uncertainties about your professional future . The global economic conditions in these days are tough and there are many unpredictable factors that make it necessary to have some money on your bank account . As example I remember some friends who lost their jobs recently due to the economic crisis in Europe . Some of them had no own savings . They could not afford the rent , so they had to move back in with their families and they lost their independence . 	insufficient
302	2	In addition , you can not be sure about the development in your personal life . It is possible that in the future you have some unavoidable expenses that you could not afford without savings . Back in university I remember a friend of mine who had just little savings and he had to deal with a major repair of his car . He could not afford the maintenance so he had to sell it . 	insufficient
302	3	Finally , with savings you can afford some luxurious goods and fulfill your dreams . Working hard and saving money for later on investments is a great way of getting a satisfying feeling and to reward yourself for something you have accomplished . For instance , I made a month-long backpack trip through Southeast Asia last summer with my girlfriend . Without our savings we could not have pursued our long-time dream . 	insufficient
303	1	First , living your life on the fast lane is very stressful and can affect your health . If you are always hurried and you do not take a certain time off , your body will react to your stressful lifestyle . Many hardworking people have diseases , like the burn-out syndrome , because their bodies cannot hold the pace . For instance , my father had a a breakdown several years ago due to his stressful job . After several weeks off his body was restored , now he has reduced the tempo of his lifestyle and is doing fine . 	insufficient
303	2	In addition , living your life at a slower pace increases your happiness . If you are always facing excessive stress you cannot care for your beloved ' s . If you do not hurry yourself you can take more time for your family and friends . Caring for your social environment will increase your happiness and also reduce your stress level . For example , a friend of mine lives at a slow pace and is really satisfied about it , because he can enjoy his family and cultivate his friendships . 	insufficient
303	3	Finally , quality takes time . When you are faced with difficult tasks and you do them in a rush , you are more likely to do avoidable errors or mistakes . Doing tasks in a hurry may end up in not considering all necessary aspects or opportunities . As a result you might make mistakes , you would not have done with more patience . To illustrate , I once wrote an essay in a hurry and got a bad grade , because I made few mistakes I could have avoided . 	insufficient
304	1	First , the natural diversity is very important for further generations . If we don ' t change our behavior we will extinct many species living for millions of years on the planet . As we destroy the natural habitat , like forests , jungles and lakes , to make place for our industry and farmland , we rob the ecosystem . To illustrate , every day a massive part of the Rainforest in South America is destroyed to provide wood and farmland . If we don ' t preserve this important part of our ecosystem many endangered animals will loose their natural habitat and go extinct . As a result , further generations will never have the opportunity to see and study these animals . 	insufficient
304	2	In addition , a stable and sustainable environment is essential for the weather . Our behavior causes pollution , which heavily affects the weather conditions on planet Earth and causes the undoubtedly Global Warming . This not only affects the endangered animals , but also the humans because we are affected by the increasing sea level and the climatic changes . For example , recent studies from the United Nations Organization have shown that , till 2050 the sea level will increase over one meter in the average . This will dramaticly affect all people living near the coast and change the global climate . 	
305	1	To begin with , going to classes are sometimes waste of the time . For instance , some lecturers in our university read the same text in the reference books for that particular course module . Further , they didn ' t explain the contents in order to understand by the students . It was waste of the time . Because the university students have grown up , they have enough ability to read and understand the text book . Moreover , with the modern technology , students can collect more information from different sources . For example , from the Internet , students can read many articles and e-books and can watch video tutorials which provide the information more apparently . However , some lecturers deliver lectures very informative and interesting way . When the students attend that lectures , they can obviously feel that it was very useful and they did not waste their time . 	insufficient
305	2	Additionally , mostly university has taken whole day for the lectures . Besides , most of the university students are working students in order to manage the expenses during the education time . Students need to work as part time basis . Hence , they have to schedule the lectures time , studying time and working time . At the same time , rather than attending any boring lecturers , students can participate to other activities such as debate competition , swimming meet , Basketball and so forth . From that they can meet other university students and build up the relationships with them . 	
306	1	First , when it comes to the field of transportation , there is no doubt that the technology in automobile has made people ' s life simpler . With a private car , you can reach the destination in another city just sitting in the vehicle . Alternatively , if you would like to have a trip across the ocean , a plane can carry you there in only a few hours , which is hard to imagine in the ancient times . 	
306	2	Second , technology also makes teaching simpler . In the past , teachers have to write what they want to convey to students on the chalkboard , resulting in a great waste of time and the fatigue of teachers . With the advent of iPads in e-learning , paper books become unnecessary , so does the blackboards , it is because all the knowledge and information are stored in the iPads , with a single click , and they would appear right before your eyes at once . 	insufficient
306	3	Admittedly , to some extent , technology may make people ' s life more complicated . For example , the cell phone , which used to be simply a tool to deliver messages to your contacts in a distance , now are playing a role more than just a phone in social communications . For instance , folks have to check their Facebooks , Twitters , and Forums accounts every minute , which add too much pressure to them . In addition , games on their phone exert a tremendous fascination on teenagers , leading to a large problem that they got addicted to their phones . Consequently , making their life more complicated and tired . 	insufficient
307	1	One reason is that television and newspapers focus on famous peoples ' lives in order to increase their audience or readership . Gutter press and Tabloid TV are more and more replacing quality papers or documentaries programs . Thanks to the Internet , we can go online and have access to information from all over the world and therefore mass media don ' t need any more to keep informed people but their goal is to have enough readers or TV audience . 	
307	2	"Another reason is that we live in a society where the most important thing is appearance and gossip . Nowadays , unscrupulous paparazzi constantly follow celebrities just to take a photo while they are eating or training . Newspapers often receive accusations of checkbook journalism ; this means that magazines pay people a lot of money for stories or photos . Additionally , there are Reality TV , television programs in which people are put into artificial environments and situations , for example like "" Big Brother "" . "	
308	1	I was born and grew up in here , a small town . In here , I have a lot of friends , and we usually spend free time to play sports like soccer , basketball and of course we have a lot of fun . Every people in my town have known each others , and we have good relationships . If anyone needs help , his neighbor will help as much as possible . Nowhere else can give me some people like in here . 	
308	2	I want to live here because I love the traffic system in here . We have large streets but few cars , so we can move easily to anywhere . Last week , I went to the city center to meet my friends . The traffic in the city was too crowed . I have to wait for an hour to go to my friend house . 	insufficient
308	3	I also love the environment in here . I have been gone to some places to travel and stay for a short time , and I realize that the environment in some place isn ' t clean and fresh like my home town . There were a lot of people so the environment can ' t be keep clean . 	
309	1	On the one hand , living in a dormitory helps students to familiarize themselves with the academic environment of the university . For instance , students can have an opportunity to take part in many kind of extracurricular activities happing around the campus such as attending conversation club , or joining sports club . Students can also have more chance of interaction with their teachers and classmates . In addition , it is easier for students to get help when facing problem such as if students have problem in solving their math question , they can easily ask for help to their roommates , classmates , or teachers . I think living in dormitory is always helpful to students . 	
309	2	On the other hand , living off campus prepares students for the real life . For example , students can learn many new things such as how to become responsible , independent , punctual , co-operative compared to living in university dormitories . They are responsible to take care of everything including paying their apartment rent on time , and dealing with the utility bills . In addition , students also have to focus on their study , and try to maintain their grades higher . Furthermore , students also have a chance to know about the community around them . Interacting with the people , and socializing with them prepares students for the life after graduation . 	
310	1	To begin with , if persons work rapidly , they will have more chance to study . Attending in some classes which try to increase the skills of employees can be considered as an absolutely effective parameter . If people learn how should increase their speed at work by studying , they can stares in their workplace . For example , I have a friend who was working so slowly . He has been threatened by his boss who was going to fire him . My friend went to a course where he learned how should work rapidly and now he is working . 	insufficient
310	2	Most importantly , people prone to work in two or three firms in a week because the expenses have been increased . If they work just in one organization they cannot earn enough money . This fact pushes them to work faster and faster . For example , because applying to study abroad needs a lot of money , I am working in two organization to gain more salary . The more money , the more chances . 	insufficient
310	3	Last but not least , people who work slowly can no longer handle more tasks . If you show in your workplace that you are the one who can work more than other even carelessly , your boss will assign you more tasks . If you do them fast too , the first acknowledgement of your boss encourages you to work harder . It turns you to a person who has skill of working without hesitation . Even if we ignore this result , by the same token , you can get higher position and more money . 	
311	1	Firstly , the students are not constantly expert in every part of a subject . For example , I love Physics . But I don ' t like electronics , because electronics cannot always be seen in the real world . And I have had 0 in physics score when I study the electronics . But I constantly achieve 100 score when I study other part of the physics . And if I cannot attend the classes until I pass the exam of electronics , I could not pass the entire part of physics , and I will fail the exam over and over again . Luckily , in our university , you can attend the classes regardless of the score you reach . And I can study physics without consideration of my electronics . And at last , I took the electronics again and pass the exam . 	insufficient
311	2	Secondly , if the university take the policy that no one can attend the classes without passing exam , students are highly likely to leave uncultivated . If one fail most of the exam , it means that he or she cannot participate in most of the classes . And the students will have nothing to do in the campus . Then he or she will play online games days and nights . The academic achievement will decline . In the end , this student will become a loser in the world . And all this is due to that the university don ' t permit them to attend the class . This is not the failure of the university but also the entire education system . 	
311	3	Admittedly , the university student may don ' t reach a high if the university allow student to participate in the class no matter whether they pass the test or not . But the benefit of free to access to the classes eclipse the issue of lower points . 	
312	1	To begin with , the school should put more emphasis on students instead of professors . I think the most efficient way to improve the education is to guide the students to learn actively . By renewing some facilities in school so students will spend more time at school doing assignment . A comfortable environment can attract people to stay longer . Thus , students spend more time on school to make a good circulation of learning . That is to say , students have a better environment to working on their assignments so the quality of their assignments will improve . Thus , the competition between peers enhances and forms a circulation . In my school , the classrooms in my university are old and kind of shabby . For me , I prefer spending money in a coffee shop to staying at school to finish my assignment . It ' s unpleasant to stay at school . However , coffee shops are not always quiet , so my classmates and I often finish our work roughly . 	insufficient
312	2	Besides , the ultimate purpose is to change , to motivate students to be better . To improve education , spending more money to raise professors ' salary is inappropriate . In addition , will the university filter all the professors overall ? Some professors don ' t deserve the money at all , then , what ' s the point to spend money on them ? High-salary instructors don ' t teach students harder because they earn more money . There won ' t be any effect if school does so . There was news about raising professors ' salary in my country . This event provoked a demonstration composing of students mostly . The proposal of the demonstration was eliminating the raising salaries . As you can see , if the policy of raising salary was supported , the demonstration would not happen . 	insufficient
313	1	First , pets are our friends as well as certain human beings are . Similarly to friends , indeed , they are always with us and they are there if we feel alone . We can talk to them because they listen to us , more than some people will ever do . To illustrate this point , I can write about my own experience . When I was 14 years old , my uncle passed away and I felt like everything was no longer important . Talking to my friends was frustrating because none of them have ever felt that way . Since I was all alone at home for a long time , my dog was near me and it seemed to me that only him could understand my deeply feelings . Clearly , although pets aren ' t able to speak with us , we can nonetheless count on them . 	insufficient
313	2	Secondly , pets are useful for a variety of things . For example , nowadays the pet therapy is becoming more popular than before . Researchers have discovered that pets can bring benefits in a huge amount of illnesses . There are dogs who lead blind people around the city and therefore without them they could not go around all alone . In addition , pets are important for depressed people as well because their presence make them feel better . Moreover , there are dogs who are educated in order to find out criminals or to use their sense of smell to find drugs . 	insufficient
314	1	Primarily , even when the world operates in fast pace , it still requires accuracy . Even simple issues in our daily life like homework require accuracy . If we rush through the work by taking risk of making mistakes , we are actually making zero effort going through our study roughly only for the purpose of fill in before the deadline . In short , it only fulfills the work itself which is rather worthless . It is our capability of work that we should improve rather than holding the belief in completing it . Certainly it may take time to keep up with the others if w need to review our work multiple times , but with consistent work soon enough we ' ll be able to bring up our speed in completion of work . 	
314	2	Secondly , other than the importance of accuracy , the world also seeks efficiency , which concludes both minimum time completion and also criterion of quality . Even when we managed to keep up with the pace by neglecting the details of a project and only aim for a general frame of the project , this will not be something satisfy for the company and clients . We soon will be out of the picture even when we kept up with the pace since when the problem reveals itself we ' ll have to go back and fix the mistakes we have made . This might be even more costly and time consuming than a neat completion of work at the start . 	
314	3	Besides , when looking at this problem within a broader image . Some work cannot tolerate any mistakes at all , for instance , in official missions like the work done by NASA , a tiny mistake can be catastrophic . A miscalculation of the orbit in launching rocket may lead to a failure of the whole project which might worth trillions of dollars . In such circumstances , even when the scientists want to finish off quickly , but they couldn ' t miss even a single part of the mission since it may trigger loads of problems . 	insufficient
315	1	First of all , I find the excitement of big cities to be attractive , living in a dynamic environment can turn into a very rich experience that sharpens one ' s personality and open one ' s eyes on the real world . Life in big cities cities gives one new challenges every day , let it be deciding which restaurant to go to or deciding which company to work for . For me , this lifestyles is very attractive and is considered a huge advantage of big cities compared with the constant , slow paced life styles of small towns . 	
315	2	Another thing that put big cities in front of small towns is the facilitates and services it contains which support and improve the quality of its inhabitants ' lives , hospitals , advanced medical facilities can satisfy one ' s need of medical safety . Cultural events such as exhibitions and theatre plays can enrich one ' s and widen his horizons , things which aren ' t offered by small towns . 	
315	3	Furthermore , it ' s undeniable that the economic power of a country is driven by it ' s big cities and the majority of wealth and finance is centered and controlled in big cities . With this kind of power big cities offer more opportunities for one ' s career advancements and a more chances of higher income that small towns does , and higher income can be the basis of a happier , healthier life . 	
316	1	"Building more accommodating constructions meets people ' s basic need . People cannot live a harmonious life if citizens do not have a decent place to live in . If the price of housing grows continuously , a comfortable place to live in will be a luxury to the middle class and the low class . Then , ordinary people , especially the younger generation , will fall into a certain pattern - work , pay bills for housing , work ; and I am sure that it will increase people ' s dissatisfaction of the government . Because when they are working , the fair of losing their accommodation always lingers , which will limit their efficiency . And government should spend money on people to rescue them from this , because only a government of the people , by the people , for the people will finally last ; people ' s cohesiveness will be promoted . "	
316	2	Otherwise , another vital reason why new building construction deserves more governmental investment lies in the fact that it requires far more resource compare to old building preservation . Build a new building has following prerequisites , land that has been sold by the government via formal procedures , a reliable construction company and tremendous amount of labor . Except these , hundreds of problems would occur during the construction . Thus , only government can cope with it by utilizing its enormous resource like dollars and effectiveness . 	
317	1	The best example of it is how babies learn about basics survival habits during their childhood . Every day comes with new challenges for them like walking , eating , etc . , but those challenges of their initial life teach them important survival lessons which help them for whole life . For example , when they tried to learn walking , they stumble and hurt themselves many times . But they slowly tune their technique and learned to walk . 	insufficient
317	2	All inventions and experiments are based on many unfortunate observations . No known scientist has success in first attempt . Scientists try and test many specimens before they get they want . It was said that Thomas Edison tested around 10000 bulbs before inventing Light bulb . So , all the initial experiments would be difficult and frustrating for him but he searched for more options and learnt new findings with each experiment even when he was failing in his attempts and finally found break through . 	insufficient
317	3	Our difficult experiences also make us robust and strong unknowingly . We might be facing a toughest time of life at the time , but when we think back about those moments later in life , we feel more confident about our decisions and about ourselves . When I moved to college hostel after school , first few days were very unsettling for me because first time I was away from parent and staying with people I had not known . I had felt very fragile and emotionally distracted , but then slowly I started adjusting with roommates and built connection with them . I also became more casual and social with others , this experience increased my communication skill and social speaking skills . 	insufficient
318	1	"Capitalism enfranchised people ' s right to own properties , and consequently , their rights to use them . Driving cars during the rush hours might is bound to polluting cities ' s environment , but laws protect drivers to do so , and accordingly , charging them extra fee might seems to be out of the jurisdiction . From another point of view , traffic jam is a natural phenomenon that nobody is able to shun or ban ; so it is out of drivers ' control . Why drivers should pay a fine only for driving their own cars in a particular time ? Wars are notorious , but you can ' t blame the soldiers who are justing fight for their countries . "	
318	2	"Buying a car spends hundreds of thousand ; paying for all sorts of fee takes another several-these are all ready too much for most of the families to bear . Charging drivers one more fee makes no sense and is ridiculous . Majority of the families buy cars simply for a safer and easier conveyance , and charging them too much fee adds a lot to their burden and is actually jeopardizing their rights . "	
318	3	Rather than passively forcing drivers to pay another fee , government should instead , be more active on advocating the use of more efficient and environmental-friendly energy or planning out more reasonable and convenient layout that allow people to reach their destinations with less oil . Sometimes traffic jam occur only due to the malfunction of a traffic light , or unreasonable organization of roadways . In these cases , the one who should be charged for a fine is the city planner , not drivers . Simply put , charging drivers fees regardless of the causes of the problems could be ridiculous and even unlawful . 	
319	1	"First , there are a few opportunities for students to know how to live adult life in the university . Because most people they contact with are also students . However , when students do part-time jobs , they can work with many kinds of people , and most of whom are adults . So , they can teach students many things about adult life . My friend Lisa , who is doing part-time job now , tells me that it is fabulous to take it . Through part-time job , she makes friends with different kinds of people and they let her know the different aspects of adult life . For example , Lisa thought in adult life , work is the core ; but after she knows these friends , she changes her mind that the true core for the adult life is responsibility but not work . Hence , thanks to the information her new friends has provided ; now she is more confidence about her future adult life . "	insufficient
319	2	"Second , parents always tell students that the adult life is much tenser than school life . However , because we do not experience it , it is very difficult for us to really know how tense the adult life can be . Therefore , we need part-time job to teach us how hard the real adult life can be . Actually , some questionnaires indicate that if students have taken part-time jobs , they will make the best use of their time to prepare their future and more importantly ; they will not expect too much for their future than students who have not taken the part-time job . Therefore , the part-time job can make people understand future life better . "	
319	3	Third , some parents are afraid that the part-time job will effect student ' study . Actually , most students will do the part-time job in their holiday , so it will not effect on their study . Compared with playing computers every day , doing part-time jobs is the best choice for students to spend their holiday . 	
320	1	To begin with , type of temper is one of the reasons that make me to choose individual work instead of team one . Being by nature introvert , I have to spend much time and efforts on adjusting to surroundings and especially new people . Once , when I was working on presentation with strangers , I sat aside and so prepared more than half of work myself instead of making attempts to get acquainted with unknown people . Therefore , my productivity boosts when style of work is appropriate with my type of temper . 	
320	2	"Furthermore / moreover , working alone allows me to avoid spending time and efforts on many things that are an integral part of teamwork . In other words , I must not divide tasks and duties between team members , share responsibility and benefits , and spend time on teambuilding . These advantages are especially important in situations of shortage of time . About a year ago I was lucky to become a participant of student brainstorming game . To my rivals ' surprise , being the only member of my own "" team "" I gained a victory . "	
321	1	First , time is the more valuable thing , which I have in my life . By having my own business , I can manage my own time . I could work whenever I want , or I do not need to give reasons to my boss for a delay . I can arrange time to travel when I would like . In addition , I can work long hours for earning more money . Totally , the most important reason for me to be self-employed is the sense of free . 	
321	2	Moreover , earning money is the fundamental reason that why people work . The amount of money is always the most important criterion for everyone to choose a job . If I work for other people , I have to give my ideas to employers cheaply . Therefore , I never have been rich in my life , because my salary is not dramatically changed . In spite of many problems of having own business , I can earn more money based on my creativity and personal ideas . 	
322	1	"Historic buildings answer many questions , which are mysterious about our previous ancestors ; thereby no one can determine the price of the historic buildings . They show the history of nations and previous generations who lived in the city . They show the lifestyle of people who lived in thousands of years ago . They show us how they survive , or how they defend themselves etc . By investigating about their structures , we can understand how much they knew about the architecture of building . In the other hand , historic buildings are important treasures , which provide an area to learn valuable lessons . "	
322	2	Another advantage of historic buildings is their capabilities to attract more tourists to the city . It is interesting for most people to know about the way people live in thousands years ago . Therefore , It is a valuable opportunities for any city having historic buildings to show them to new visitors . Historic building can develop other industries such as restaurants or other food industries and handicrafts shops and so on . 	
323	1	Firstly , parents are our teachers from the very early time in our life . As we were born , parents taught us from the very little things such as how to smile , how to walk to the ordinary routines such as eating . Moreover , when we grow bigger , they teach us many fairy tales and several important ethic lessons that affect us till the end of our lives . 	
323	2	Secondly , at school we study bigger things about sciences and languages , but after school we learn from our parents . In my opinion , we spend most of our time at home with our families than it at school . I think when we leave school , maybe we will forget parts of the lessons we learn at school if we do not experience them in life , but I strongly believe we will never forget what our parents have taught us because we use it every day . For example , I believe I will never forget what my parents told me about how to be grateful to other people who help me . 	insufficient
323	3	Thirdly , I totally believe parents love their sons or daughters unconditionally . Therefore , even when we grow older , get married and then have our own families with spouses and children , parents always keep watching us and help us to realize which is right and which is wrong in life . For instance , my older brother has got married and lived independently for two years but when he faces difficulties in his work or his life , he comes back to meet our parents and ask for advice . 	insufficient
